user_id,date,session_id,session_start_time,session_end_time,session_duration_min,ip,location,login_success,login_fail,logout,after_hours_login,weekend_login,device_link,device_unlink,ip_change,location_change,file_upload,file_download,file_delete,file_export,file_permanently_delete,file_move,file_copy,bulk_operation,shared_link_create,shared_link_download,external_share,share_permission_change,shared_folder_create,mass_sharing,password_change,tfa_disable,tfa_add,security_setting_change,audit_log_access,role_change,permission_escalation,policy_change,user_role
user13,01/01/25,session_0036,16:34:00,18:10:00,96,10.67.123.220,delhi,1,0,1,0,0,0,0,0,0,16,29,7,2,0,5,5,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,intern
user13,01/01/25,session_0037,11:59:00,12:41:00,42,10.237.33.6,delhi,1,0,1,0,0,0,0,0,0,12,4,0,1,0,4,3,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,intern
user14,01/01/25,session_0038,17:52:00,20:44:00,172,10.163.240.70,hyd,1,0,1,0,0,0,0,0,0,17,6,3,1,2,12,6,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,intern
user14,01/01/25,session_0039,7:09:00,9:21:00,132,10.215.26.226,hyd,1,0,1,0,0,0,0,0,0,17,0,1,3,0,8,4,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,intern
user16,01/01/25,session_0040,12:18:00,14:43:00,145,10.93.53.8,mumbai,1,0,1,0,0,0,0,0,0,19,5,1,12,0,11,4,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,finance
user16,01/01/25,session_0041,15:59:00,17:16:00,77,10.45.217.33,mumbai,1,0,1,0,0,0,0,0,0,6,26,7,7,0,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,finance
user16,01/01/25,session_0042,8:59:00,10:50:00,111,10.242.143.226,mumbai,1,0,1,0,0,1,0,1,0,37,6,0,8,0,27,16,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,finance
user17,01/01/25,session_0043,18:41:00,19:09:00,28,10.183.32.51,hyd,1,0,1,0,0,0,0,0,0,22,15,5,11,0,10,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,finance
user17,01/01/25,session_0044,13:11:00,14:14:00,63,10.250.117.98,hyd,1,0,1,0,0,0,0,0,0,25,34,9,12,0,12,7,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,finance
user17,01/01/25,session_0045,13:41:00,14:09:00,28,10.70.145.123,hyd,1,0,1,0,0,0,0,0,0,6,18,6,4,0,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,finance
user17,01/01/25,session_0046,19:09:00,20:39:00,90,10.49.241.120,hyd,1,0,1,0,0,0,0,0,0,5,34,4,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,finance
user18,01/01/25,session_0047,18:41:00,19:15:00,34,10.80.178.234,hyd,1,0,1,0,0,0,0,0,0,28,57,1,8,1,18,7,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,finance
user18,01/01/25,session_0048,7:11:00,8:37:00,86,10.198.63.73,blr,1,0,1,0,0,0,0,0,1,8,29,0,0,0,2,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,finance
user18,01/01/25,session_0049,11:14:00,12:33:00,79,10.74.194.174,hyd,1,0,1,0,0,1,0,0,0,11,16,4,2,0,8,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,finance
user19,01/01/25,session_0050,11:59:00,14:36:00,157,10.156.35.136,hyd,1,0,1,0,0,0,0,0,0,15,29,2,14,0,6,5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,finance
user19,01/01/25,session_0051,16:41:00,17:31:00,50,10.15.10.216,hyd,1,0,1,1,0,0,0,0,0,8,24,5,6,1,3,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,finance
user19,01/01/25,session_0052,8:04:00,9:07:00,63,10.77.253.185,hyd,1,0,1,0,0,0,0,0,0,38,39,0,6,0,24,13,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,finance
user19,01/01/25,session_0053,10:39:00,12:30:00,111,10.200.50.67,hyd,1,0,1,0,0,0,0,0,0,7,40,8,7,1,4,4,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,finance
user19,01/01/25,session_0054,15:54:00,17:54:00,120,10.248.108.65,hyd,1,0,1,0,0,0,0,0,0,20,34,0,11,0,6,10,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,finance
user20,01/01/25,session_0055,13:25:00,14:34:00,69,10.234.158.206,blr,1,0,1,0,0,0,0,0,0,39,10,5,10,0,13,14,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,finance
user20,01/01/25,session_0056,12:45:00,15:04:00,139,10.128.96.92,blr,1,0,1,0,0,0,0,0,0,7,56,2,8,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,finance
user20,01/01/25,session_0057,17:49:00,20:42:00,173,10.101.103.124,blr,1,0,1,0,0,0,0,0,0,13,19,6,2,1,6,3,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,finance
user21,01/01/25,session_0058,8:26:00,11:09:00,163,10.209.227.241,blr,1,0,1,0,0,0,0,0,0,19,58,4,9,1,6,7,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,finance
user22,01/01/25,session_0059,18:47:00,19:30:00,43,10.87.88.173,delhi,1,0,1,0,0,0,0,0,0,14,37,1,9,0,8,3,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,finance
user22,01/01/25,session_0060,16:30:00,18:34:00,124,10.112.220.81,delhi,1,0,1,0,0,0,0,0,0,15,40,3,14,1,7,4,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,finance
user22,01/01/25,session_0061,11:31:00,13:20:00,109,10.244.158.212,delhi,1,0,1,0,0,0,0,1,0,36,20,1,10,0,22,11,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,finance
user22,01/01/25,session_0062,18:31:00,20:11:00,100,10.205.22.171,delhi,1,0,1,0,0,0,0,0,0,29,26,5,11,0,10,7,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,finance
user23,01/01/25,session_0063,16:33:00,16:57:00,24,10.20.75.144,delhi,1,0,1,0,0,0,0,1,0,31,25,1,8,1,24,10,0,29,4,0,0,1,0,0,0,0,0,0,0,0,0,finance
user24,01/01/25,session_0064,13:06:00,13:24:00,18,10.147.49.63,hyd,1,4,1,0,0,0,0,1,0,18,33,2,7,0,12,8,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,finance
user25,01/01/25,session_0065,17:14:00,18:15:00,61,10.251.109.51,delhi,1,1,1,0,0,0,0,0,0,15,18,6,8,0,11,8,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,finance
user25,01/01/25,session_0066,15:35:00,16:59:00,84,10.138.80.144,delhi,1,0,1,1,0,0,0,0,0,35,45,3,7,0,11,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,finance
user25,01/01/25,session_0067,13:05:00,15:26:00,141,10.82.69.131,hyd,1,0,1,0,0,0,0,0,1,22,19,7,10,0,9,12,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,finance
user25,01/01/25,session_0068,7:16:00,10:02:00,166,10.112.57.66,delhi,1,0,1,0,0,0,0,1,0,32,38,9,10,0,21,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,finance
user25,01/01/25,session_0069,13:20:00,13:54:00,34,10.66.153.248,delhi,1,0,1,0,0,0,0,0,0,8,30,3,5,1,4,1,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,finance
user25,01/01/25,session_0070,11:07:00,12:16:00,69,10.129.247.8,delhi,1,0,1,0,0,0,0,0,0,19,13,7,1,1,9,8,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,finance
user26,01/01/25,session_0071,15:02:00,16:53:00,111,10.194.175.108,bangalore,1,0,1,0,0,0,0,0,1,29,8,3,1,1,20,9,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,finance
user27,01/01/25,session_0072,11:43:00,14:16:00,153,10.200.247.87,chennai,1,0,1,0,0,0,0,1,0,19,34,2,0,0,7,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,finance
user27,01/01/25,session_0073,12:58:00,15:43:00,165,10.88.14.154,chennai,1,0,1,0,0,0,0,0,0,38,31,7,13,0,29,20,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,finance
user27,01/01/25,session_0074,10:39:00,11:23:00,44,10.105.125.110,chennai,1,0,1,0,0,0,0,0,0,37,13,7,3,0,20,19,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,finance
user28,01/01/25,session_0075,15:08:00,16:30:00,82,10.150.232.21,chennai,1,0,1,0,0,0,0,0,0,90,44,1,0,0,37,36,1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user28,01/01/25,session_0076,13:37:00,13:57:00,20,10.142.35.176,chennai,1,0,1,0,0,0,0,0,0,34,95,1,16,0,10,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user29,01/01/25,session_0077,11:48:00,12:43:00,55,10.168.108.19,chennai,1,0,1,1,0,0,0,0,0,97,26,4,18,0,58,31,1,128,2,0,0,0,1,0,0,0,0,0,0,0,0,engineer
user29,01/01/25,session_0078,10:17:00,12:57:00,160,10.167.2.191,chennai,1,0,1,0,0,0,0,0,0,77,75,13,0,0,46,30,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user29,01/01/25,session_0079,19:37:00,22:02:00,145,10.38.28.21,chennai,1,0,1,0,0,0,0,0,0,49,25,37,16,14,21,15,0,63,5,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user30,01/01/25,session_0080,14:27:00,17:26:00,179,10.49.113.38,delhi,1,0,1,0,0,0,0,0,0,77,16,4,0,0,45,32,0,46,2,0,1,0,0,0,0,0,0,0,0,0,0,engineer
user30,01/01/25,session_0081,17:26:00,18:31:00,65,10.201.113.29,blr,1,0,1,0,0,0,0,0,1,15,59,10,14,0,7,5,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user31,01/01/25,session_0082,7:20:00,9:41:00,141,10.252.82.104,bangalore,1,0,1,0,0,0,0,0,1,30,117,11,10,1,19,7,1,40,2,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user31,01/01/25,session_0083,12:20:00,14:53:00,153,10.70.183.250,mumbai,1,0,1,0,0,0,0,0,0,14,112,0,19,0,7,6,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user32,01/01/25,session_0084,19:16:00,20:51:00,95,10.64.126.21,blr,1,0,1,0,0,0,0,0,0,81,106,2,5,2,32,47,1,41,4,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user32,01/01/25,session_0085,14:07:00,16:34:00,147,10.99.72.3,blr,1,0,1,1,0,0,0,0,0,82,69,14,0,0,24,19,1,112,1,0,0,0,1,0,0,0,0,0,0,0,0,engineer
user33,01/01/25,session_0086,8:38:00,11:08:00,150,10.190.74.10,mumbai,1,1,1,0,0,0,0,0,0,87,96,7,6,1,48,33,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user33,01/01/25,session_0087,18:54:00,21:47:00,173,10.88.50.8,mumbai,1,0,1,0,0,0,0,1,0,43,87,1,1,1,19,10,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user34,01/01/25,session_0088,16:22:00,19:13:00,171,10.201.21.84,delhi,1,0,1,0,0,0,0,0,0,69,42,10,9,0,33,40,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user34,01/01/25,session_0089,8:36:00,11:11:00,155,10.36.18.3,delhi,1,0,1,0,0,0,0,0,0,40,109,1,15,1,26,11,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user35,01/01/25,session_0090,11:37:00,12:15:00,38,10.153.228.122,bangalore,1,0,1,0,0,0,0,0,0,95,11,0,3,0,65,48,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user36,01/01/25,session_0091,11:24:00,12:11:00,47,10.215.217.248,hyd,1,0,1,0,0,0,0,0,0,67,64,6,19,1,22,19,0,50,3,0,1,0,0,0,0,0,0,0,0,0,0,engineer
user37,01/01/25,session_0092,15:16:00,16:29:00,73,10.175.52.102,blr,1,0,1,0,0,0,0,0,0,80,99,9,9,0,52,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,engineer
user38,01/01/25,session_0093,19:57:00,20:32:00,35,10.237.235.108,chennai,1,0,1,0,0,0,0,0,0,78,55,5,5,0,56,23,0,113,3,0,1,0,1,0,0,0,0,0,0,0,0,engineer
user39,01/01/25,session_0094,16:05:00,16:23:00,18,10.65.171.39,mumbai,1,0,1,0,0,0,0,0,0,55,127,1,21,0,40,24,1,73,3,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user40,01/01/25,session_0095,19:02:00,21:04:00,122,10.163.99.113,bangalore,1,1,1,0,0,0,0,0,0,49,160,9,8,0,39,17,1,52,5,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user40,01/01/25,session_0096,12:33:00,13:55:00,82,10.143.242.116,bangalore,1,0,1,0,0,0,0,0,0,55,158,2,16,1,32,11,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user42,01/01/25,session_0097,11:55:00,14:05:00,130,10.3.128.179,blr,1,0,1,1,0,0,0,1,0,49,42,4,25,1,32,22,0,44,4,0,0,0,0,0,0,0,0,0,0,1,0,analyst
user42,01/01/25,session_0098,10:38:00,11:08:00,30,10.214.249.17,blr,1,0,1,0,0,0,0,0,0,25,41,7,21,0,16,6,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user42,01/01/25,session_0099,13:56:00,15:31:00,95,10.218.15.100,blr,1,0,1,0,0,0,0,0,0,17,92,5,10,0,5,9,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user42,01/01/25,session_0100,9:52:00,10:33:00,41,10.22.115.57,blr,1,0,1,0,0,0,0,0,0,10,99,7,17,1,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user42,01/01/25,session_0101,17:04:00,17:45:00,41,10.123.194.222,blr,1,0,1,0,0,0,0,0,0,21,159,5,5,0,13,9,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user44,01/01/25,session_0102,15:04:00,16:40:00,96,10.230.20.219,bangalore,1,0,1,0,0,0,0,0,0,7,90,9,6,0,2,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user44,01/01/25,session_0103,8:28:00,9:47:00,79,10.68.7.49,bangalore,1,0,1,0,0,0,0,0,0,30,102,9,25,1,19,13,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user44,01/01/25,session_0104,15:27:00,17:32:00,125,10.224.180.47,bangalore,1,0,1,0,0,0,0,1,0,8,34,8,23,0,2,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user45,01/01/25,session_0105,14:45:00,17:10:00,145,10.137.82.56,hyd,1,0,1,0,0,0,0,0,0,5,121,13,12,0,3,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user45,01/01/25,session_0106,16:56:00,17:14:00,18,10.92.21.242,hyd,1,0,1,0,0,0,0,0,0,47,154,3,19,0,16,14,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user45,01/01/25,session_0107,15:44:00,16:53:00,69,10.169.118.5,hyd,1,0,1,0,0,0,0,0,0,36,65,4,8,1,24,13,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user46,01/01/25,session_0108,8:36:00,11:04:00,148,10.234.28.11,hyd,1,0,1,0,0,0,0,0,0,22,127,0,21,0,9,6,1,32,3,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user47,01/01/25,session_0109,19:47:00,21:05:00,78,10.17.171.25,mumbai,1,0,1,0,0,0,0,0,0,33,80,6,28,0,13,16,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user47,01/01/25,session_0110,9:01:00,9:30:00,29,10.220.116.57,hyd,1,0,1,0,0,0,0,0,1,15,150,13,29,0,11,4,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user47,01/01/25,session_0111,13:03:00,14:17:00,74,10.201.250.58,mumbai,1,0,1,0,0,0,0,0,0,15,135,10,15,0,8,3,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,analyst
user48,01/01/25,session_0112,16:12:00,16:37:00,25,10.2.178.140,hyd,1,0,1,0,0,1,0,0,0,25,83,7,49,0,14,10,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,director
user48,01/01/25,session_0113,13:21:00,14:49:00,88,10.96.163.79,hyd,1,0,1,0,0,0,0,0,0,141,210,22,15,0,65,78,1,195,5,0,0,0,1,0,0,0,0,0,0,0,0,director
user48,01/01/25,session_0114,17:30:00,19:15:00,105,10.245.35.86,hyd,1,1,1,0,0,0,0,1,0,118,90,26,44,0,80,25,1,157,4,0,0,0,1,0,0,0,0,0,0,0,0,director
user48,01/01/25,session_0115,16:42:00,19:29:00,167,10.203.32.139,hyd,1,0,1,0,0,0,0,0,0,57,49,18,32,3,20,32,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,director
user48,01/01/25,session_0116,7:06:00,7:24:00,18,10.118.20.222,hyd,1,0,1,1,0,1,0,0,0,113,222,11,31,1,66,60,1,129,0,0,0,0,1,0,0,0,0,0,0,0,0,director
user48,01/01/25,session_0117,19:39:00,22:31:00,172,10.209.239.223,hyd,1,1,1,0,0,0,0,0,0,137,238,19,25,2,45,45,1,77,4,0,0,0,0,0,0,0,0,0,0,0,0,director
user49,01/01/25,session_0118,10:14:00,11:52:00,98,10.28.49.164,bangalore,1,0,1,0,0,0,0,0,0,46,160,29,49,0,32,11,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,director
user49,01/01/25,session_0119,11:37:00,12:01:00,24,10.184.226.9,bangalore,1,0,1,0,0,0,0,0,0,137,197,13,33,0,109,63,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,director
user01,02/01/25,session_0120,12:18:00,13:43:00,85,10.14.95.54,chennai,1,0,1,0,0,0,0,0,0,2,24,7,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,intern
user01,02/01/25,session_0121,19:37:00,21:03:00,86,10.31.254.213,chennai,1,0,1,0,0,0,0,0,0,5,29,5,2,0,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,intern
user01,02/01/25,session_0122,8:26:00,10:29:00,123,10.30.103.13,chennai,1,0,1,0,0,0,0,0,0,13,22,7,7,1,5,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,intern
user02,02/01/25,session_0123,10:08:00,12:13:00,125,10.107.232.42,hyd,1,0,1,0,0,0,0,0,0,11,0,2,1,0,7,3,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,intern
user03,02/01/25,session_0124,9:01:00,10:18:00,77,10.164.58.13,hyd,1,0,1,0,0,0,0,1,0,18,7,6,0,0,11,10,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,intern
user03,02/01/25,session_0125,18:07:00,20:15:00,128,10.73.26.148,hyd,1,0,1,0,0,0,0,0,0,5,3,3,8,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,intern
user04,02/01/25,session_0126,15:01:00,17:53:00,172,10.46.25.21,chennai,1,0,1,0,0,0,0,0,0,19,2,0,3,0,6,5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,intern
user04,02/01/25,session_0127,16:24:00,17:39:00,75,10.108.76.167,chennai,1,0,1,0,0,0,0,0,0,12,4,4,6,1,9,6,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,intern
user04,02/01/25,session_0128,13:21:00,14:15:00,54,10.190.175.17,chennai,1,0,1,0,0,0,0,0,0,14,4,0,0,0,7,5,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,intern
